SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-7-2019,Condo/Co-op,20 Mirador,Irvine,CA,92612,1260000,3,2.5,TR - Turtle Rock,2357,,1985,56,535,498,Sold,,,http://www.redfin.com/CA/Irvine/20-Mirador-92612/unit-1/home/5497492,CRMLS,OC19063929,N,Y,33.6467276,-117.799903
PAST SALE,August-9-2019,Condo/Co-op,23 Sarena #36,Irvine,CA,92612,990000,3,2.5,TR - Turtle Rock,2131,,1986,54,465,498,Sold,,,http://www.redfin.com/CA/Irvine/23-Sarena-92612/unit-36/home/5498249,CRMLS,OC19128300,N,Y,33.6455049,-117.8002019
PAST SALE,October-2-2019,Single Family Residential,1 Chester,Irvine,CA,92603,2640000,5,4.5,TR - Turtle Rock,3937,17271,1994,1,671,620,Sold,,,http://www.redfin.com/CA/Irvine/1-Chester-92603/home/4745707,CRMLS,ND19079969,N,Y,33.647957,-117.8044443
PAST SALE,August-28-2019,Condo/Co-op,2 Woodleaf,Irvine,CA,92614,505000,2,2,WB - Woodbridge,1159,,1982,35,436,515,Sold,,,http://www.redfin.com/CA/Irvine/2-Woodleaf-92614/home/5573933,CRMLS,PW19143059,N,Y,33.6790583,-117.8117638
PAST SALE,September-30-2019,Condo/Co-op,28 Thunder Trl #19,Irvine,CA,92614,785000,3,2,WB - Woodbridge,1816,,1980,2,432,547,Sold,,,http://www.redfin.com/CA/Irvine/28-Thunder-Trl-92614/unit-19/home/5605646,CRMLS,OC19161429,N,Y,33.6776422,-117.8097714
PAST SALE,July-18-2019,Condo/Co-op,15 Cedarlake #60,Irvine,CA,92614,965000,3,2.5,WB - Woodbridge,2320,3400,1984,76,416,377,Sold,,,http://www.redfin.com/CA/Irvine/15-Cedarlake-92614/unit-60/home/5645037,CRMLS,OC19098162,N,Y,33.6730017,-117.8028114
PAST SALE,July-12-2019,Single Family Residential,6 Comiso,Irvine,CA,92614,930000,3,2.5,WP - Westpark,1784,4400,1989,82,521,42,Sold,,,http://www.redfin.com/CA/Irvine/6-Comiso-92614/home/4661260,CRMLS,WS19132101,N,Y,33.6810539,-117.8228314
PAST SALE,July-11-2019,Single Family Residential,57 Oak Tree Ln,Irvine,CA,92612,767500,3,2,UP - University Park,1560,3500,1969,83,492,244,Sold,,,http://www.redfin.com/CA/Irvine/57-Oak-Tree-Ln-92612/home/4705388,CRMLS,OC19127440,N,Y,33.6617674,-117.8133518
PAST SALE,August-9-2019,Single Family Residential,4912 Tamarack Way,Irvine,CA,92612,960000,3,2,UP - University Park,1663,5044,1975,54,577,158,Sold,,,http://www.redfin.com/CA/Irvine/4912-Tamarack-Way-92612/home/4708462,CRMLS,OC19103713,N,Y,33.6603923,-117.8105582
PAST SALE,July-26-2019,Condo/Co-op,30 Tanglewood Dr,Irvine,CA,92604,665000,2,2,WB - Woodbridge,1250,2817,1976,68,532,354,Sold,,,http://www.redfin.com/CA/Irvine/30-Tanglewood-Dr-92604/home/4686189,CRMLS,OC19135128,N,Y,33.6845771,-117.8045223
PAST SALE,September-27-2019,Townhouse,221 Stanford Ct #133,Irvine,CA,92612,629000,2,1.5,UT - University Town Center,1138,,1985,5,553,330,Sold,,,http://www.redfin.com/CA/Irvine/221-Stanford-Ct-92612/unit-133/home/5680420,CRMLS,OC19187809,N,Y,33.6563687,-117.8403524
PAST SALE,September-27-2019,Condo/Co-op,21 Gramercy #402,Irvine,CA,92612,622500,2,2,AA - Airport Area,1474,,2007,5,422,592,Sold,,,http://www.redfin.com/CA/Irvine/21-Gramercy-92612/unit-402/home/40102770,CRMLS,OC19179634,N,Y,33.6746499,-117.8480392
PAST SALE,July-11-2019,Condo/Co-op,133 Coral Rose,Irvine,CA,92603,660000,2,2.5,TRG - Turtle Ridge,1280,,2004,83,516,275,Sold,,,http://www.redfin.com/CA/Irvine/133-Coral-Rose-92603/home/5978799,CRMLS,OC19092439,N,Y,33.6280219,-117.8303995
PAST SALE,August-9-2019,Condo/Co-op,136 Roadrunner,Irvine,CA,92603,892000,3,2,TRG - Turtle Ridge,1859,,2003,54,480,272,Sold,,,http://www.redfin.com/CA/Irvine/136-Roadrunner-92603/home/5943938,CRMLS,OC19100512,N,Y,33.6264021,-117.8290116
PAST SALE,August-22-2019,Condo/Co-op,202 Lonetree,Irvine,CA,92603,819000,3,2,TRG - Turtle Ridge,1610,,2003,41,509,275,Sold,,,http://www.redfin.com/CA/Irvine/202-Lonetree-92603/home/5943845,CRMLS,OC19159024,N,Y,33.6270451,-117.8290806
PAST SALE,September-12-2019,Condo/Co-op,208 Lonetree,Irvine,CA,92603,859250,3,2,TRG - Turtle Ridge,1859,,2003,20,462,272,Sold,,,http://www.redfin.com/CA/Irvine/208-Lonetree-92603/home/5920665,CRMLS,PW19155614,N,Y,33.6268196,-117.8290963
PAST SALE,,Single Family Residential,76 Coltrane Ct,Irvine,CA,92617,535000,4,3.5,,2084,2206,,,257,,,,,http://www.redfin.com/CA/Irvine/76-Coltrane-Ct-92617/home/167415257,,,N,Y,33.6352439,-117.8296727
PAST SALE,August-9-2019,Townhouse,5 Woodfern,Irvine,CA,92614,600000,3,1.5,WB - Woodbridge,1355,2000,1980,54,443,397,Sold,,,http://www.redfin.com/CA/Irvine/5-Woodfern-92614/unit-107/home/5576101,CRMLS,OC19126132,N,Y,33.6743079,-117.8159804
PAST SALE,,Condo/Co-op,5 Highland Vw #8,Irvine,CA,92603,735000,2,2,,1365,,1978,,538,,,,,http://www.redfin.com/CA/Irvine/5-Highland-Vw-92603/unit-8/home/5507414,,,N,Y,33.6399337,-117.8030651
PAST SALE,,Condo/Co-op,3420 WATERMARKE Pl,Irvine,CA,92612,365000,1,1,,648,,,,563,,,,,http://www.redfin.com/CA/Irvine/3420-WATERMARKE-Pl-92612/home/5952714,,,N,Y,33.6661126,-117.8507972
PAST SALE,August-7-2019,Condo/Co-op,4 Morning Mist,Irvine,CA,92603,640000,2,2,TR - Turtle Rock,1042,,1980,56,614,335,Sold,,,http://www.redfin.com/CA/Irvine/4-Morning-Mist-92603/unit-29/home/5292216,CRMLS,LG19165281,N,Y,33.6340268,-117.7980276
PAST SALE,September-4-2019,Condo/Co-op,77 Rockwood #43,Irvine,CA,92614,350000,1,1,WB - Woodbridge,715,,1980,28,490,401,Sold,,,http://www.redfin.com/CA/Irvine/77-Rockwood-92614/unit-43/home/5645908,CRMLS,OC19174464,N,Y,33.6693325,-117.8184504
PAST SALE,September-24-2019,Townhouse,26 Fairside,Irvine,CA,92614,510000,2,1.5,WB - Woodbridge,1098,,1983,8,464,397,Sold,,,http://www.redfin.com/CA/Irvine/26-Fairside-92614/unit-26/home/5646128,CRMLS,OC19192196,N,Y,33.66993,-117.819905
PAST SALE,,Single Family Residential,16 Queens Wreath Way,Irvine,CA,92612,580000,2,2,,1270,3648,1965,,457,,,,,http://www.redfin.com/CA/Irvine/16-Queens-Wreath-Way-92612/home/4699398,,,N,Y,33.667368,-117.819396
PAST SALE,September-17-2019,Condo/Co-op,56 Lehigh Aisle #86,Irvine,CA,92612,870000,3,3,UT - University Town Center,1983,,1988,15,439,433,Sold,,,http://www.redfin.com/CA/Irvine/56-Lehigh-Aisle-92612/unit-86/home/5680868,CRMLS,NP19147448,N,Y,33.6538435,-117.8372943
PAST SALE,September-20-2019,Condo/Co-op,5 Summerfield #62,Irvine,CA,92614,785000,3,2.5,WB - Woodbridge,1471,3000,1984,12,534,253,Sold,,,http://www.redfin.com/CA/Irvine/5-Summerfield-92614/unit-62/home/5653279,CRMLS,OC19174312,N,Y,33.666512,-117.8039988
PAST SALE,September-16-2019,Condo/Co-op,22 Rainbow #7,Irvine,CA,92614,850000,2,2,WB - Woodbridge,1568,,1985,16,542,377,Sold,,,http://www.redfin.com/CA/Irvine/22-Rainbow-Lk-92614/unit-7/home/5669240,CRMLS,OC19180263,N,Y,33.6682117,-117.8032164
PAST SALE,September-4-2019,Condo/Co-op,2243 Martin #217,Irvine,CA,92612,535000,2,2,AA - Airport Area,1269,,1994,28,422,475,Sold,,,http://www.redfin.com/CA/Irvine/2243-Martin-92612/unit-217/home/5554750,CRMLS,OC19162697,N,Y,33.6740072,-117.8592844
PAST SALE,July-30-2019,Single Family Residential,17 Prairie Grass,Irvine,CA,92603,3900000,4,5,SH - Shady Canyon,4355,15290,2002,64,896,820,Sold,,,http://www.redfin.com/CA/Irvine/17-Praire-Grass-92603/home/5892537,CRMLS,NP19130356,N,Y,33.6378108,-117.7918034
PAST SALE,August-14-2019,Condo/Co-op,9 Moss #5,Irvine,CA,92603,988500,3,2.5,TR - Turtle Rock,2033,2178,1977,49,486,518,Sold,,,http://www.redfin.com/CA/Irvine/9-Moss-Gln-92603/unit-5/home/5470383,CRMLS,OC19132326,N,Y,33.6454134,-117.8091884
PAST SALE,September-3-2019,Townhouse,3 Moss Gln #2,Irvine,CA,92603,930000,3,2.5,TR - Turtle Rock,2000,,1977,29,465,559,Sold,,,http://www.redfin.com/CA/Irvine/3-Moss-Gln-92603/unit-2/home/5470372,CRMLS,NP19161176,N,Y,33.6454134,-117.8091884
PAST SALE,August-8-2019,Single Family Residential,19081 Norwood,Irvine,CA,92603,2411000,4,2.5,TR - Turtle Rock,2832,14342,1971,55,851,158,Sold,,,http://www.redfin.com/CA/Irvine/19081-Norwood-Ter-92603/home/4740804,CRMLS,OC19158855,N,Y,33.6395948,-117.8182749
PAST SALE,August-5-2019,Townhouse,24 Arboles,Irvine,CA,92612,859000,3,2.5,SJ - Rancho San Joaquin,1819,1915,1975,58,472,486,Sold,,,http://www.redfin.com/CA/Irvine/24-Arboles-92612/unit-31/home/5441904,CRMLS,OC19105215,N,Y,33.659336,-117.8351986
PAST SALE,,Condo/Co-op,4691 Royce Rd,Irvine,CA,92612,812000,3,2.5,,2072,3500,1969,,392,,,,,http://www.redfin.com/CA/Irvine/4691-Royce-Rd-92612/home/4704687,,,N,Y,33.6606332,-117.8161912
PAST SALE,July-10-2019,Condo/Co-op,1142 Scholarship,Irvine,CA,92612,405000,1,1,AA - Airport Area,754,,2005,84,537,312,Sold,,,http://www.redfin.com/CA/Irvine/1142-Scholarship-92612/home/12252552,CRMLS,OC18297333,N,Y,33.6684951,-117.8512949
PAST SALE,July-5-2019,Condo/Co-op,3467 Watermarke Pl,Irvine,CA,92612,397500,1,1,AA - Airport Area,648,,2004,89,613,337,Sold,,,http://www.redfin.com/CA/Irvine/3467-WATERMARKE-Pl-92612/home/5952493,CRMLS,OC19098702,N,Y,33.6661079,-117.8508166
PAST SALE,July-10-2019,Condo/Co-op,2120 Watermarke Pl,Irvine,CA,92612,390000,1,1,AA - Airport Area,648,,2003,84,602,332,Sold,,,http://www.redfin.com/CA/Irvine/2120-WATERMARKE-Pl-92612/home/5980738,CRMLS,RS19053950,N,Y,33.6653175,-117.8513833
PAST SALE,July-22-2019,Condo/Co-op,1454 Scholarship,Irvine,CA,92612,564800,2,2,AA - Airport Area,1274,,2006,72,443,510,Sold,,,http://www.redfin.com/CA/Irvine/1454-Scholarship-92612/home/12252629,CRMLS,BB19110322,N,Y,33.6684422,-117.8513268
PAST SALE,July-23-2019,Condo/Co-op,3153 Watermarke Pl,Irvine,CA,92612,413000,1,1,AA - Airport Area,835,,2003,71,495,352,Sold,,,http://www.redfin.com/CA/Irvine/3153-WATERMARKE-Pl-92612/home/5980340,CRMLS,WS19119089,N,Y,33.6661214,-117.8507516
PAST SALE,August-8-2019,Townhouse,2351 Watermarke Pl,Irvine,CA,92612,674000,2,2.5,AA - Airport Area,1523,1523,2003,55,443,387,Sold,,,http://www.redfin.com/CA/Irvine/2351-WATERMARKE-Pl-92612/home/5981053,CRMLS,OC19123345,N,Y,33.6652994,-117.8514344
PAST SALE,August-8-2019,Condo/Co-op,2142 Watermarke Pl,Irvine,CA,92612,430000,1,1,AA - Airport Area,746,,2005,55,576,345,Sold,,,http://www.redfin.com/CA/Irvine/2142-WATERMARKE-Pl-92612/home/5981137,CRMLS,OC19087381,N,Y,33.6653161,-117.8514036
PAST SALE,August-13-2019,Condo/Co-op,3351 Watermarke Pl,Irvine,CA,92612,438000,1,1,AA - Airport Area,868,,2005,50,505,354,Sold,,,http://www.redfin.com/CA/Irvine/3351-WATERMARKE-Pl-92612/home/5980378,CRMLS,SW19037299,N,Y,33.6661224,-117.8507897
PAST SALE,August-6-2019,Single Family Residential,15 Marsh Hawk,Irvine,CA,92604,1020000,4,2.5,WB - Woodbridge,1946,4465,1980,57,524,97,Sold,,,http://www.redfin.com/CA/Irvine/15-Marsh-Hawk-92604/home/4691162,CRMLS,OC19038862,N,Y,33.6766009,-117.7935397
PAST SALE,July-19-2019,Single Family Residential,19512 Sierra Seco Rd,Irvine,CA,92603,2496000,5,5.5,TR - Turtle Rock,4016,6380,2019,75,622,125,Sold,,,http://www.redfin.com/CA/Irvine/19512-Sierra-Seco-Rd-92603/home/4740001,CRMLS,OC19085563,N,Y,33.6345136,-117.8225108
PAST SALE,August-27-2019,Single Family Residential,25 Nevada,Irvine,CA,92606,1327400,5,3.5,WN - Walnut (Irvine),3350,5468,1999,36,396,169,Sold,,,http://www.redfin.com/CA/Irvine/25-Nevada-92606/home/4678190,CRMLS,OC19123045,N,Y,33.713436,-117.7936325
PAST SALE,September-3-2019,Condo/Co-op,31 Summerfield #82,Irvine,CA,92614,805000,3,2.5,WB - Woodbridge,1435,3000,1984,29,561,253,Sold,,,http://www.redfin.com/CA/Irvine/31-Summerfield-92614/unit-82/home/5653361,CRMLS,OC19184890,N,Y,33.666512,-117.8039988
PAST SALE,August-30-2019,Condo/Co-op,17 Giovanni Aisle #355,Irvine,CA,92614,465000,2,2,WP - Westpark,871,,1987,33,534,292,Sold,,,http://www.redfin.com/CA/Irvine/17-Giovanni-Aisle-92614/unit-355/home/5589457,CRMLS,OC19125955,N,Y,33.6824417,-117.8304285
PAST SALE,July-26-2019,Townhouse,132 Alicante Aisle #157,Irvine,CA,92614,540000,2,2,WP - Westpark,1083,,1987,68,499,292,Sold,,,http://www.redfin.com/CA/Irvine/132-Alicante-Aisle-92614/unit-157/home/5588028,CRMLS,PW19137094,N,Y,33.6853274,-117.8284151
PAST SALE,July-31-2019,Condo/Co-op,3097 Scholarship #3097,Irvine,CA,92612,1550000,3,3.5,AA - Airport Area,2385,2400,2010,63,650,1497,Sold,,,http://www.redfin.com/CA/Irvine/3097-Scholarship-92612/unit-3097/home/160502577,CRMLS,OC19038607,N,Y,33.667131,-117.85241
PAST SALE,August-30-2019,Condo/Co-op,5043 Scholarship,Irvine,CA,92612,860000,2,2.5,AA - Airport Area,1430,,2007,33,601,1138,Sold,,,http://www.redfin.com/CA/Irvine/5043-Scholarship-92612/home/12252802,CRMLS,NP19154524,N,Y,33.6666149,-117.8528869
PAST SALE,July-31-2019,Condo/Co-op,501 Rockefeller,Irvine,CA,92612,750000,2,2.5,AA - Airport Area,1960,,2014,63,383,375,Sold,,,http://www.redfin.com/CA/Irvine/501-Rockefeller-92612/home/58556889,CRMLS,NP19107738,N,Y,33.677007,-117.8488882
PAST SALE,July-12-2019,Single Family Residential,1 Ironwood,Irvine,CA,92604,935000,3,2,WB - Woodbridge,1538,5096,1977,82,608,97,Sold,,,http://www.redfin.com/CA/Irvine/1-Ironwood-92604/home/4689194,CRMLS,OC19128052,N,Y,33.6900003,-117.7970019
PAST SALE,September-25-2019,Single Family Residential,47 Del Cambrea,Irvine,CA,92606,820000,3,2.5,WP - Westpark,1462,2744,1996,7,561,167,Sold,,,http://www.redfin.com/CA/Irvine/47-Del-Cambrea-92606/home/4625896,CRMLS,SB19191882,N,Y,33.6901628,-117.8029558
PAST SALE,September-27-2019,Single Family Residential,14 Oriole,Irvine,CA,92604,750000,3,2,WB - Woodbridge,1690,4426,1981,5,444,97,Sold,,,http://www.redfin.com/CA/Irvine/14-Oriole-92604/home/4686455,CRMLS,OC19142566,N,Y,33.687392,-117.8044934
PAST SALE,September-16-2019,Single Family Residential,19 Las Cruces,Irvine,CA,92614,915000,3,2.5,WP - Westpark,1887,4050,1987,16,485,45,Sold,,,http://www.redfin.com/CA/Irvine/19-Las-Cruces-92614/home/4659592,CRMLS,OC19171891,N,Y,33.6791699,-117.8232893
PAST SALE,September-5-2019,Single Family Residential,12 Sweet Rain,Irvine,CA,92614,825000,3,2.5,WB - Woodbridge,1571,3024,1980,27,525,167,Sold,,,http://www.redfin.com/CA/Irvine/12-Sweet-Rain-92614/home/4691506,CRMLS,OC19184124,N,Y,33.6767492,-117.8091114
PAST SALE,,Condo/Co-op,3141 Michelson Dr #1505,Irvine,CA,92612,800000,2,2.5,,1993,,,,401,,,,,http://www.redfin.com/CA/Irvine/3141-Michelson-Dr-92612/unit-1505/home/7214748,,,N,Y,33.6738891,-117.843362
PAST SALE,September-24-2019,Condo/Co-op,3141 Michelson Dr #1604,Irvine,CA,92612,1089000,2,2.5,AA - Airport Area,2062,,2006,8,528,1114,Sold,,,http://www.redfin.com/CA/Irvine/3141-Michelson-Dr-92612/unit-1604/home/7211406,CRMLS,OC19133362,N,Y,33.6738891,-117.843362
PAST SALE,August-2-2019,Condo/Co-op,81 Greenhouse,Irvine,CA,92603,898000,3,2.5,TRG - Turtle Ridge,1333,,2004,61,674,199,Sold,,,http://www.redfin.com/CA/Irvine/81-Greenhouse-92603/home/5943268,CRMLS,PW19145665,N,Y,33.6227015,-117.8223332
PAST SALE,August-5-2019,Condo/Co-op,71 Arborside,Irvine,CA,92603,1339800,3,3,TRG - Turtle Ridge,1859,,2004,58,721,199,Sold,,,http://www.redfin.com/CA/Irvine/71-Arborside-92603/home/5951308,CRMLS,NP19145098,N,Y,33.6249792,-117.822941
PAST SALE,,Condo/Co-op,16 Bower Tree,Irvine,CA,92603,1400000,3,2.5,,1850,,,,757,,,,,http://www.redfin.com/CA/Irvine/16-Bower-Tree-92603/home/5943083,,,N,Y,33.622361,-117.8227463
PAST SALE,September-27-2019,Condo/Co-op,47 Gardenpath,Irvine,CA,92603,1050000,3,2.5,TRG - Turtle Ridge,1628,,2004,5,645,199,Sold,,,http://www.redfin.com/CA/Irvine/47-Gardenpath-92603/home/5943112,CRMLS,NP19192749,N,Y,33.6241002,-117.8236907
PAST SALE,July-12-2019,Townhouse,476 E Yale Loop #17,Irvine,CA,92614,918000,4,3,WB - Woodbridge,2371,2614,1984,82,387,467,Sold,,,http://www.redfin.com/CA/Irvine/476-E-Yale-Loop-92614/unit-17/home/5668928,CRMLS,OC19098465,N,Y,33.6671846,-117.8002621
PAST SALE,July-12-2019,Single Family Residential,5392 Amalfi Dr,Irvine,CA,92603,1865000,3,2,TR - Turtle Rock,2030,8250,1969,82,919,138,Sold,,,http://www.redfin.com/CA/Irvine/5392-Amalfi-Dr-92603/home/4739313,CRMLS,OC19134132,N,Y,33.6429714,-117.817565
PAST SALE,,Single Family Residential,6 Vega Ct,Irvine,CA,92617,573000,4,3,,2401,4690,,,239,,,,,http://www.redfin.com/CA/Irvine/6-Vega-Ct-92617/home/40109188,,,N,Y,33.6347717,-117.8360711
PAST SALE,,Single Family Residential,40 Mayer Ct,Irvine,CA,92617,519500,3,2.5,,2049,4849,,,254,,,,,http://www.redfin.com/CA/Irvine/40-Mayer-Ct-92617/home/40109196,,,N,Y,33.6335403,-117.8383257
PAST SALE,July-18-2019,Single Family Residential,5892 Sierra Siena Rd,Irvine,CA,92603,1285000,5,2.5,TR - Turtle Rock,2715,6804,1971,76,473,108,Sold,,,http://www.redfin.com/CA/Irvine/5892-Sierra-Siena-Rd-92603/home/4740767,CRMLS,OC19063148,N,Y,33.6316988,-117.8172674
PAST SALE,September-19-2019,Condo/Co-op,26 Rustling Wind #13,Irvine,CA,92612,1108000,4,2.5,TR - Turtle Rock,2855,,1978,13,388,535,Sold,,,http://www.redfin.com/CA/Irvine/26-Rustling-Wind-92612/unit-13/home/5496586,CRMLS,OC19184357,N,Y,33.6565502,-117.8166993
PAST SALE,July-30-2019,Single Family Residential,5091 Bayonne Cir,Irvine,CA,92604,935000,5,2.75,EC - El Camino Real,2100,6000,1970,64,445,,Sold,,,http://www.redfin.com/CA/Irvine/5091-Bayonne-Cir-92604/home/4680668,CRMLS,OC19119268,N,Y,33.6859789,-117.7815665
PAST SALE,August-19-2019,Condo/Co-op,53 Wildwood #19,Irvine,CA,92604,530000,3,1.75,WB - Woodbridge,1150,,1979,44,461,366,Sold,,,http://www.redfin.com/CA/Irvine/53-Wildwood-92604/unit-19/home/5498742,CRMLS,PW19166809,N,Y,33.6827661,-117.7858099
PAST SALE,September-4-2019,Condo/Co-op,45 Wildwood #21,Irvine,CA,92604,515000,3,1.75,WB - Woodbridge,1179,,1978,28,437,360,Sold,,,http://www.redfin.com/CA/Irvine/45-Wildwood-92604/unit-21/home/5498752,CRMLS,OC19102044,N,Y,33.6827661,-117.7858099
PAST SALE,August-13-2019,Townhouse,45 Eastmont,Irvine,CA,92604,590000,3,2,WB - Woodbridge,1104,,1978,50,534,486,Sold,,,http://www.redfin.com/CA/Irvine/45-Eastmont-92604/unit-25/home/5498964,CRMLS,OC19130375,N,Y,33.6820207,-117.7841479
PAST SALE,July-22-2019,Condo/Co-op,34 Daisy,Irvine,CA,92618,628000,2,2,OC - Oak Creek,1371,,2000,72,458,365,Sold,,,http://www.redfin.com/CA/Irvine/34-Daisy-92618/home/5841663,CRMLS,OC19126786,N,Y,33.664543,-117.7874267
PAST SALE,,Condo/Co-op,29 Carnation,Irvine,CA,92618,700000,3,3,,1526,,2000,,459,,,,,http://www.redfin.com/CA/Irvine/29-Carnation-92618/home/5841658,,,N,Y,33.6643293,-117.7877494
PAST SALE,September-20-2019,Condo/Co-op,32 Carnation,Irvine,CA,92618,635000,2,1.75,OC - Oak Creek,1371,,2000,12,463,365,Sold,,,http://www.redfin.com/CA/Irvine/32-Carnation-92618/home/5841622,CRMLS,OC19206811,N,Y,33.6642241,-117.7874522
PAST SALE,July-24-2019,Condo/Co-op,13 Lakeview #66,Irvine,CA,92604,1366400,3,2.5,WB - Woodbridge,2406,,1977,70,568,558,Sold,,,http://www.redfin.com/CA/Irvine/13-Lakeview-92604/unit-66/home/5470261,CRMLS,NP19097443,N,Y,33.682945,-117.793557
PAST SALE,August-15-2019,Condo/Co-op,70 Clearbrook #42,Irvine,CA,92614,575000,3,2,WB - Woodbridge,1117,,1980,48,515,424,Sold,,,http://www.redfin.com/CA/Irvine/70-Clearbrook-92614/unit-42/home/5640883,CRMLS,OC19146738,N,Y,33.6667345,-117.8096674
PAST SALE,July-31-2019,Single Family Residential,23 Ash Tree Ln #85,Irvine,CA,92612,1014500,4,2.5,UP - University Park,2775,3000,1969,63,366,244,Sold,,,http://www.redfin.com/CA/Irvine/23-Ash-Tree-Ln-92612/unit-85/home/4705504,CRMLS,OC19090960,N,Y,33.6634474,-117.8150431
PAST SALE,August-13-2019,Single Family Residential,6 Banyan Tree,Irvine,CA,92612,860000,4,2,UP - University Park,1916,5000,1973,50,449,244,Sold,,,http://www.redfin.com/CA/Irvine/6-Banyan-Tree-92612/home/4707610,CRMLS,OC19114715,N,Y,33.6652901,-117.8126191
PAST SALE,September-24-2019,Single Family Residential,12 Redwood Tree Ln,Irvine,CA,92612,784000,3,2,UP - University Park,1560,3500,1969,8,503,244,Sold,,,http://www.redfin.com/CA/Irvine/12-Redwood-Tree-Ln-92612/home/4705563,CRMLS,LG19143475,N,Y,33.664341,-117.814325
PAST SALE,July-12-2019,Single Family Residential,1 Lemon Tree,Irvine,CA,92612,711500,2,2,UP - University Park,1224,7200,1975,82,581,229,Sold,,,http://www.redfin.com/CA/Irvine/1-Lemon-Tree-92612/home/4711303,CRMLS,OC19120615,N,Y,33.6597641,-117.8012154
PAST SALE,July-29-2019,Single Family Residential,1 Hawthorn,Irvine,CA,92612,835000,3,2,UP - University Park,1532,6325,1973,65,545,209,Sold,,,http://www.redfin.com/CA/Irvine/1-Hawthorn-92612/home/4710879,CRMLS,OC19082869,N,Y,33.6613361,-117.7977347
PAST SALE,July-31-2019,Townhouse,3 Cashew,Irvine,CA,92612,658000,2,2,UP - University Park,1184,3324,1976,63,556,204,Sold,,,http://www.redfin.com/CA/Irvine/3-Cashew-92612/home/4711415,CRMLS,PW19115589,N,Y,33.6606743,-117.7984675
PAST SALE,July-15-2019,Single Family Residential,10 Blanchard,Irvine,CA,92603,2850000,5,5.5,TR - Turtle Rock,4521,15750,1993,79,630,620,Sold,,,http://www.redfin.com/CA/Irvine/10-Blanchard-92603/home/4745681,CRMLS,OC19127822,N,Y,33.6509386,-117.8068487
PAST SALE,September-20-2019,Townhouse,113 Schick,Irvine,CA,92614,939000,4,3.5,AA - Airport Area,2077,2000,2019,12,452,284,Sold,,,http://www.redfin.com/CA/Irvine/113-Schick-Unknown/home/167076657,CRMLS,PW19136967,N,Y,33.6845673,-117.8265049
PAST SALE,July-30-2019,Condo/Co-op,565 Springbrook N #28,Irvine,CA,92614,665000,3,2.5,WB - Woodbridge,1406,,1985,64,473,354,Sold,,,http://www.redfin.com/CA/Irvine/565-Springbrook-N-92614/unit-28/home/5667903,CRMLS,OC18275058,N,Y,33.6686787,-117.7956759
PAST SALE,July-16-2019,Single Family Residential,15501 Orchid Ave,Tustin,CA,92782,1285000,3,3.5,CG - Columbus Grove,3181,9583,2007,78,404,160,Sold,,,http://www.redfin.com/CA/Tustin/15501-Orchid-Ave-92782/home/7213018,CRMLS,OC19126253,N,Y,33.696365,-117.814735
PAST SALE,July-18-2019,Condo/Co-op,109 Marinella Aisle,Irvine,CA,92606,595000,2,2,WP - Westpark,1243,1243,1995,76,479,254,Sold,,,http://www.redfin.com/CA/Irvine/109-Marinella-Aisle-92606/home/5703575,CRMLS,PW19097047,N,Y,33.6903692,-117.8123764
PAST SALE,August-19-2019,Single Family Residential,30 Le Vanto,Irvine,CA,92606,760413,3,2.75,WP - Westpark,1300,2475,1996,44,585,169,Sold,,,http://www.redfin.com/CA/Irvine/30-Le-Vanto-92606/home/4625061,CRMLS,OC19149024,N,Y,33.6919733,-117.8128939
PAST SALE,August-26-2019,Townhouse,46 Fringe Tree,Irvine,CA,92606,840000,3,2.5,CG - Columbus Grove,2472,,2007,37,340,405,Sold,,,http://www.redfin.com/CA/Irvine/46-Fringe-Tree-92606/home/12257291,CRMLS,OC19157668,N,Y,33.6929675,-117.8163567
PAST SALE,August-23-2019,Condo/Co-op,15530 Bonsai Way,Tustin,CA,92782,884000,4,3,CG - Columbus Grove,2416,2416,2012,40,366,335,Sold,,,http://www.redfin.com/CA/Tustin/15530-Bonsai-Way-92782/home/51683973,CRMLS,PW19151541,N,Y,33.6949916,-117.8111748
PAST SALE,September-23-2019,Condo/Co-op,404 Silk Tree,Irvine,CA,92606,585000,2,2.5,CG - Columbus Grove,1402,,2007,9,417,399,Sold,,,http://www.redfin.com/CA/Irvine/404-Silk-Tree-92606/home/12257302,CRMLS,OC19180395,N,Y,33.6920557,-117.818631
PAST SALE,August-19-2019,Condo/Co-op,1502 Timberwood,Irvine,CA,92620,600000,2,2.5,NW - Northwood,1300,,2000,44,462,312,Sold,,,http://www.redfin.com/CA/Irvine/1502-Timberwood-92620/home/5842817,CRMLS,OC19128263,N,Y,33.7280698,-117.7528606
